report_text,label
L'attier ou pommier cannelle (Annona squamosa) est un arbuste fruitier de la famille des Annonaceae originaire d'Amérique du Sud et de l'Afrique de l'Ouest (Mali). Source Wikipédia,0
"Pomme cannelle ou atte (Annona squamosa L.) : fruit de l’attier ou pommier cannelle.
Source Agreste Statistique Agricole Annuelle: présentation générale",0
Aubergines (Solanum melongena L.). Le fruit peut être zébré soit blanc jaunissant à maturité ou vert.nSource Agreste Statistique Agricole Annuelle: présentation générale,0
"Avocats (Persea americana Miller)
Source Agreste Statistique Agricole Annuelle: présentation générale",0
Avoine (Avena sativa L.). Source Agreste Statistique Agricole Annuelle : présentation générale.,0
"L’Avoine cultivée (Avena sativa L.), parfois appelée Avoine byzantine, est une plante bisannuelle appartenant au genre Avena de la famille des Poacées (graminées), et cultivée comme céréale ou comme fourrage à couper en vert ; leurs pousses tendres et sucrées plaisent à tous les animaux de la ferme. Elle fait partie des céréales à paille et est utilisée principalement dans l’alimentation animale (notamment des équidés). Source Wikipédia",0
Banane (Musa) : aussi appelée « figue » en créole. Source Agreste Statistique Agricole Annuelle: présentation générale,0
"Les bananiers (Musa) forment un genre de plantes monocotylédones vivaces de la famille des Musaceae dont les fruits, en général, sont les bananes. Le bananier, contrairement aux idées reçues, n'est pas un arbre mais une plante herbacée. Ce n’est pas un arbre car il n'est pas lignifié, bien que ce ne soit pas le critère le plus caractéristique puisque les bambous sont lignifiés et ne sont pas non plus des arbres. Il est d'usage de dire un peu abusivement que c'est « la plus grande herbe du monde ». Ce genre comprend environ soixante espèces, toutes tropicales, dont plusieurs sont largement cultivées pour la production de bananes. Certaines espèces ont un intérêt ornemental et sont cultivées en serres dans les pays tempérés. Le terme « bananier » peut aussi être utilisé pour des espèces n'appartenant pas au genre Musa. Les espèces du genre Ensete comme la fausse « banane » (Ensete ventricosum) sont aussi regroupées sous le terme de « bananiers ». Globalement, tous appartiennent à la famille des Musaceae. Source Wikipédia",0
"Banane plantain (Musa x paradisiaca.). Cette banane-légume est plus longue que la banane-fruit (30 à 40 cm) et nettement moins sucrée. Elle peut être appelée selon le lieu géographique banane farine ou banane jaune, banane à cuire, ...Source Agreste Statistique Agricole Annuelle: présentation générale",0
"La banane plantain est une espèce hybride de plante de la famille des Musaceae. Comme la banane dessert, c'est un sous-groupe de l'espèce Musa × paradisiaca issue à l'origine du croisement entre Musa acuminata et Musa balbisiana. La banane plantain est simplement appelée plantain en Afrique. Ce faux-fruit prend encore divers noms selon le lieu géographique : Banane cochon dans certaines régions ; Banane farine ou banane jaune dans les Antilles ; Banane poingo en Nouvelle-Calédonie ; Banane à cuire. Cette banane est plus riche en amidon que celles habituellement consommées en dessert. Elle est couramment consommée dans une grande partie de l’Afrique, dans les Caraïbes, en Amérique centrale et dans certains pays d’Amérique du Sud. Source Wikipédia",0
"les betteraves fourragères (beta vulgaris L. var rapacea Koch) pour la consommation animale (betteraves fourragères, danoises, demi-sucrières). Source Agreste Statistique Agricole Annuelle: présentation générale",0
"Betteraves potagères (Beta vulgaris L. var. vulgaris) : non cuite. Sont exclus les betteraves utilisées pour la fabrication de colorants, à classer en « autres cultures industrielles ». Tous types variétaux (types globe ou long).nSource Agreste Statistique Agricole Annuelle: présentation générale",0
Betteraves industrielles (Beta vulgaris L. var. altissima Döll) Elles sont destinées à la sucrerie ou à la distillerie. Source Agreste Statistique Agricole Annuelle: présentation générale,0
La betterave sucrière est un type de betterave cultivé pour sa racine charnue utilisée principalement pour la production du sucre (saccharose). Source Wikipédia,0
https://fr.wikipedia.org/wiki/Betterave#Utilisations,0
"Bettes à cardes (Beta vulgaris L. var. flavescens L.) : cardes blanches, vertes ou rouges. Elles sont également appelées blettes ou poirées. Source Agreste Statistique Agricole Annuelle: présentation générale",0
"« Blé » est un terme générique qui désigne plusieurs céréales appartenant au genre Triticum. Ce sont des plantes annuelles de la famille des Graminées ou Poacées, cultivées dans de très nombreux pays. Le terme blé désigne également le « grain » (caryopse) produit par ces plantes. Le blé fait partie des trois grandes céréales avec le maïs et le riz. Source wikipédia",0
"Blé dur (Triticum durum Desf. et hybrides interspécifiques à même nombre de chromosomes) Le blé dur est une céréale distincte du blé tendre qui s’emploie sous forme de semoule directement et dans la fabrication des pâtes alimentaires ou des gâteaux. Le blé dur doit avoir une couleur de jaune ambré à brun et présente une cassure vitreuse d'aspect translucide et corné. Il ne doit pas être confondu avec les blés tendres dits de « force » (tels que les variétés Florence-Aurore, Prinqual). Source Agreste Statistique Agricole Annuelle: présentation générale",0
Les blés alternatifs semés avant le 15 février sont rangés dans la catégorie « blés d'hiver ». Source Agreste Statistique Agricole Annuelle: présentation générale,0
"Les blés alternatifs semés avant le 15 février sont rangés dans la catégorie « blés d'hiver » ; postérieurement à cette date, ils sont classés en « blés de printemps ». Source Agreste Statistique Agricole Annuelle: présentation générale",0
"Blé tendre (Triticum aestivum L.) .), y compris épeautre (Triticum spelta L.)
Les blés alternatifs semés avant le 15 février sont rangés dans la catégorie « blés d'hiver » ; postérieurement à cette date, ils sont classés en « blés de printemps ». Source Agreste Statistique Agricole Annuelle: présentation générale",0
"Brèdes (Acmella oleracera L.) : ce poste ne comprend que la brède mafane. Les brèdes désignant un ensemble très divers de feuilles comestibles, les autres dénominations « brèdes » ne doivent pas figurer ici mais être réparties dans les postes correspondants tels le cresson pour la brède cresson ou les choux autres pour la brède petsaï. Source Agreste Statistique Agricole Annuelle: présentation générale",0
"Choux brocolis (Brassica oleracea L. var. cymosa Duch) : ce poste comprend les choux cultivés pour leur inflorescence unique ou ramifiée, dont les boutons floraux sont différenciés. Sont donc inclus les brocolis verts « à jets » ainsi que ceux qui forment une pomme unique comme le type Calabrese. À ne pas confondre avec le chou-fleur d’hiver appelé improprement chou brocoli. Source Agreste Statistique Agricole Annuelle: présentation générale",0
"Camelina sativa, de son nom vernaculaire cameline, également appelée « lin bâtard » ou « sésame d'Allemagne », est une plante de la famille des Brassicaceae, originaire d'Europe du Nord et d'Asie centrale, et cultivée en Europe depuis plus de 3 000 ans pour la production d'huile végétale et de nourriture pour animaux. Source Wikipédia",0
cameline (Camelina sativa [L.] Crantz) Source Agreste Statistique Agricole Annuelle: présentation générale,0
Canne à sucre (saccharum L.) Poste uniquement pour les départements d’outre mer. La production non destinée à l’alimentation est comprise dans ce poste. Source Agreste Statistique Agricole Annuelle: présentation générale,0
"Le terme canne à sucre désigne un ensemble d'espèces de plantes de la famille des Poaceae et du genre Saccharum. Elles sont cultivées pour leurs tiges, dont on extrait du sucre. Avec un volume annuel de production supérieur à 2,2 milliards de tonnes1, ce sont les premières plantes cultivées au niveau mondial avec plus de 20 % de la masse totale produite en agriculture dans le monde. Source Wikipédia",0
"Carottes (Daucus carota L.) : sans fanes. Toutes les carottes pour l’alimentation humaine : primeur (type Nantaise améliorée ou assimilé), de saison ou de conservation (type Demi-longue nantaise améliorée) et pour l’industrie (petite racine ou grosse racine). Source Agreste Statistique Agricole Annuelle: présentation générale",0
"Le genre botanique Carthamus regroupe des plantes presque toutes méditerranéennes de la famille des Astéracées (ou Composées), assez proches des chardons. Ce sont des plantes annuelles ou vivaces, le plus souvent très épineuses. Les capitules sont solitaires, entourés d'un involucre de bractées épineuses, avec de nombreuses bractées externes foliacées. Les fleurs sont toutes tubulées, à lobes profonds. L'huile de carthame est une huile alimentaire. Source Wikipédia",0
carthame (Carthamus tinctorius L.) Source Agreste Statistique Agrigole Annuelle: présentation générale,0
Cassis (Ribes nigrum L.) Source Agreste Statistique Agricole Annuelle: présentation générale,0
"Céleris-branches (Apium graveolens L. var. dulce [Mill.] Pers.) : 40 cm. Toutes types variétaux : à feuillage vert et côtes minces et plates (Vert d’Elne, ...) ou doré, à gros cœurs et côtes charnues (Géant vert amélioré, ...). Pour la transformation, les produits finaux sont le « cœur » et les garnitures (ou côtes). Source Agreste Statistique Agricole Annuelle: présentation générale",0
Céleris raves (Apium graveolens L. var. rapaceum [Mill.] Gaudin) : sans fanes. Source Agreste Statistique Agricole Annuelle: présentation générale,0
"Ensemble de plantes qui sont principalement cultivées pour leurs grains riches en amidon et, très secondairement, pour les fourrages qu'elles procurent dans le cas où elles sont récoltées en vert, c'est-à-dire avant la maturation des grains. Source Encyclopedie Universalis.",0
"Les céréales récoltées en grain et utilisées en alimentation animale à la ferme sont incluses ici. En revanche, les céréales récoltées en vert (essentiellement maïs, mais aussi sorgho, blé,seigle, etc.) sont classées en fourrages annuels. Source Agreste Statistique Agricole Annuelle présentation générale",0
"Une céréale est une plante cultivée principalement pour ses grains, c'est-à-dire ses fruits (caryopses), utilisés dans l'alimentation de l'Homme et des animaux domestiques, souvent moulus sous forme de farine raffinée ou plus ou moins complète1, mais aussi en grains entiers (ces plantes sont aussi parfois consommées sous forme de fourrage). Le terme « céréale » désigne aussi spécifiquement les grains de ces plantes.[...] En botanique, les céréales regroupent des plantes de la famille des Poacées (ou Graminées). Certaines graines d'autres familles botaniques sont parfois communément appelées céréales, telles que le sarrasin (Polygonacées), le quinoa et l'amarante (Chénopodiacées) ou le sésame (Pédaliacées). Toutefois, n'étant pas des Poacées, ces dernières ne sont pas des céréales au sens strict, et on leur donne souvent le nom de pseudo-céréales. Source Wikipédia",0
céréales mélangées et non mélangées. Source Agreste Statistique Agricole Annuelle présentation générale,0
"les céréales récoltées en vert (essentiellement maïs, mais aussi sorgho, blé,seigle, etc.) sont classées en fourrages annuels. Source Agreste Statistique Agricole Annuelle présentation générale",0
"La paille est la partie de la tige de certaines graminées, dites céréales à paille (blé, orge, avoine, seigle, riz), coupée lors de la moisson. Source Wikipédia",0
"Le Cerfeuil musqué, Cerfeuil anisé ou Cerfeuil d'Espagne est une plante herbacée vivace de la famille des Apiacées, cultivée pour ses feuilles et ses graines au goût sucré et anisé, utilisées comme condiments alimentaires. Source Wikipédia",0
"Le Cerfeuil commun (Anthriscus cerefolium (L.) Hoffm.) est une plante herbacée de la famille des Apiacées (ombellifères), probablement originaire de Russie, cultivée comme plante condimentaire pour ses feuilles au goût légèrement anisé. Nom commun : cerfeuil cultivé, cerfeuil des jardins, herbe aiguillée. Il ne faut pas confondre cette espèce avec la plante appelée Cerfeuil anisé, Cerfeuil d'Espagne ou Cerfeuil musqué (Myrrhis odorata). Source Wikipédia",0
"Le Cerfeuil tubéreux (Chaerophyllum bulbosum) est une plante herbacée vivace de la famille des Apiacées. Autres noms communs : Cerfeuil bulbeux, Cerfeuil à bulbe, Chérophylle bulbeux. Source Wikipédia",0
"Cerises (Prunus avium L. : cerisier doux, Prunus cerasus L. : cerisier acide et hybrides)
Cerises bigarreaux : il s’agit de cerises douces, de gros calibre, à la chair ferme et sucrée.
Griottes et autres cerises : il s’agit des guignes (cerises douces de gros calibre, à la chair fragile et au goût sucré) et des cerises acides (fruit de petite taille, à chair molle et au goût acidulé).
Source Agreste Statistique Agricole Annuelle: présentation générale",0
"Le Chanvre cultivé (Cannabis sativa L.) est une plante herbacée annuelle de la famille Cannabaceae, désormais considérée comme l'unique espèce du genre botanique Cannabis, mais divisée en plusieurs phénotypes pouvant être décrits comme sous-espèces et variétés. L'espèce provient des régions équatoriales et a la particularité d'avoir une forte croissance. Cette plante est connue pour ses effets psychotropes sous le nom de « cannabis », mais elle a aussi une utilisation commerciale et industrielle en tant que chanvre. C'est l'une des plus anciennes plantes cultivées. Elle a pu être utilisée dans des domaines très divers, en tisane ou épice dans les plats maghrébins ou pour les multiples applications qu'elle permet : tissus, construction, cosmétique, isolation phonique et isolation thermique, huiles, cordages, litières, combustibles, papeterie, alimentation humaine, alimentation animale, agrocarburants, matériaux composites en association avec des matières plastiques, etc. Source Wikipédia",0
"Le chanvre, chanvre textile, chanvre industriel ou chanvre agricole est une variété de plante cultivée de la famille des Cannabaceae. C'est une plante annuelle, sélectionnée pour la taille de sa tige et sa faible teneur en THC ou autres cannabinoïdes à partir de l'espèce que les botanistes nomment le Chanvre cultivé (Cannabis sativa L.). Il est parfois appelé localement « chènevis », comme le nom de la graine de chanvre. Bien que désignant la même espèce botanique, le terme chanvre est désormais utilisé de préférence pour désigner la plante industrielle et sa fibre végétale, tandis que Cannabis est le nom scientifique utilisé aussi pour désigner la forme récréative ou médicale. Source Wikipédia",0
Chanvre papier (Cannabis sativa L.) La production comprend la paille et la graine (semences ou chènevis).  Autres plantes textiles. Ce poste comprend le chanvre textile exprimé en filasse rouie. La graine (ou chènevis) est un sous-produit utilisé pour la nourriture des oiseaux et pour la pêche. Source Agreste Statistique Agricole Annuelle: présentation générale,0
"Châtaignes (Castanea sativa Miller)
Ne sont considérés que les arbres des châtaigneraies entretenues dont les fruits sont régulièrement ramassés ; la châtaigneraie exploitée  principalement pour le bois est comprise en rubrique « superficies boisées » ; la production récoltée dans ce cas ne figure pas dans ces tableaux. Source Agreste Statistique Agricole Annuelle: présentation générale",0
"Endives (Cichorium intybus L.) (ou chicorée de Bruxelles ou chicorée Witloof) Compte tenu du mode de culture de ce légume, la production de racines est distinguée de la production de chicons. La surface concerne les racines alors que la production concerne les chicons. La production d’endives s’effectue en deux étapes : d’abord la production de racines obtenue par semis puis éclaircissage, puis la production de chicons obtenue par forçage des racines. La formation du chicon a lieu, sur la même exploitation ou sur une autre exploitation. Elle se réalise à l’obscurité pour obtenir un produit blanc et non amer. Elle s’obtient selon deux méthodes : en couche (méthode traditionnelle), ou en bacs (en salle de forçage, les racines étant irriguées par une solution nutritive). Les racines d’endives ont été semées au printemps et ont été récoltées à l’automne de la même année. La production de chicons est étalée de l’automne jusqu’en août de l’année suivante. Source Agreste Statistique Agricole Annuelle: présentation générale",0
Chicorée à café (Cichorium intybus L.) Le rendement est exprimé en racines fraîches lavées. Source Agreste Statistique Agrciole Annuelle: présentation générale,0
"Salades chicorées frisées (Cichorium endivia L. var. latifolium Lam.) la chicorée frisée : les feuilles sont très découpées et la pomme peu ou moyennement dense. Les principales variétés sont : Très fine maraîchère, Été à cœur jaune, Grosse pommant seule, Wallonne, ... ; Source Agreste Statistique Agricole Annuelle: présentation générale",0
"scaroles (Cichorium endivia L. var. crispum Lam.) la chicorée scarole : les feuilles sont entières ou peu découpées, gaufrées et épaisses et la pomme est très dense chez la scarole. Les principales variétés sont : Ronde verte à cœur plein, Grosse bouclée, Géante maraîchère, ... Source Agreste Statistique Agricole Annuelle: présentation générale",0
Choux de Bruxelles (Brassica oleracea L. var. gemmifera D.C.) Source Agreste Statistique Agricole Annuelle: présentation générale,0
"Le pe-tsaï, chou chinois ou chou de Pékin (chinois : 白菜 ; pinyin : báicài ; littéralement : « chou blanc »), est une plante herbacée de la famille des Brassicacées, largement cultivée comme plante potagère pour ses feuilles consommées comme légume. 
Le chou de Chine ou bok (pak) choy (choï) (Brassica rapa L. subsp. chinensis) est une plante herbacée de la famille des Brassicacées, cultivée comme plante potagère pour ses tiges et ses feuilles consommées comme légume.
Source Wikipédia",0
"Choux-fleurs (Brassica oleracea L. var. botrytis L.) En l’état, coupés haut de tige. Ce poste comprend les choux formant une inflorescence compacte et à boutons indifférenciés. Y figurent le plus commun d’entre eux à inflorescence blanche ainsi que d’autres de diverses couleurs, verts, oranges ou jaune soufre comme le « Romanesco » à la forme pyramidale. Sont exclus les choux brocolis « à jets » mais pris en compte les choux-fleurs d’hiver souvent appelés brocolis, comme les variétés Brocolis extra-hâtif, demi-hâtif d’Angers. Source Agreste Statistique Agricole Annuelle: présentation générale",0
Choux fourragers (Brassica oleracea L. var. viridis L.). Source Agreste Statistique Agricole Annuelle: présentation générale,0
Choux à choucroute (Brassica oleracea L. var. capitata L.). Il s’agit d’un chou pommé à feuillage blanc pour la choucroute. Source Agreste Statistique Agricole Annuelle: présentation générale,0
"Choux autres (Brassica oleracea L.) : en l’état, frais. Ce poste comprend toutes les variétés de choux qui ne sont pas distinguées par ailleurs. Il s’agit de tous les choux pommés (vert, rouge ou blanc) parmi lesquels les choux cabus (à feuilles lisses) et les choux de Milan (à feuilles gaufrées et cloquées). Dans les départements d’outre-mer : le chou chinois ou Pet-saï (Brassica rapa subsp. Pekinensis), les palmistes de la famille des Arecacées (palmiers) dont le bourgeon terminal est consommé comme légume : chou palmiste, palmiste franc, palmier royal, palmiste à colonne, chou coco. Source Agreste Statistique Agricole  Annuelle: présentation générale",0
"Le chou-rave est une variété de chou, plante herbacée bisannuelle de la famille des Brassicacées, cultivée comme plante potagère pour la base de sa tige renflée, consommée comme légume. Source Wikipédia",0
"Christophine (Sechium edule) : ou chayote, chouchou. Source Agreste Statistique Agricole Annuelle: présentation générale",0
"La chayote ou chayotte (Sechium edule), appelée aussi christophine (Antilles françaises, Guyane) , chouchou (Réunion, Île Maurice), chouchoute (Nouvelle-Calédonie, Polynésie française), ou encore mirliton (Haïti, Louisiane), coloquinte (France, Deux-Sèvres) est une plante vivace de la famille des cucurbitacées, cultivée sous climats chauds comme plante potagère pour son fruit comestible à maturité, mais également pour sa tige appelée ""brède chouchou"" à l'Ile Maurice et à la Réunion. Le terme désigne aussi le fruit qui est consommé comme légume. Source Wikipédia",0
Source Agreste statistique agricole annuelle,0
"La ciboulette ou civette (Allium schoenoprasum L.) est une plante aromatique de la famille des Amaryllidacées (anciennement Liliacées ou Alliacées), cultivée pour ses feuilles souvent utilisées comme condiment. 
Noms communs: chiboulette, brelette. (de): Schnittlauch, (en): chives, (es): cebollino, (it): erba cipollina. Elle fait partie des plantes dont la culture est recommandée dans les domaines royaux par Charlemagne dans le capitulaire De Villis (fin du VIIIe ou début du IXe siècle). Source Wikipédia",0
"Citrons (Citrus limon L.)
Source Agreste Statistique Agricole Annuelle: présentation générale",0
"Clémentines (Citrus clementina Tanaka) : hybride d’oranger et de mandarinier.
Source Agreste Statistique Agricole Annuelle: présentation générale",0
"Noix de coco (Cocos nucifera L.) : production de l’huile de coprah
Source Agreste Statistique Agricole Annuelle: présentation générale",0
Colza et navette (Brassica napus L. var. napus et Brassica rapa subsp. oleifera DC.) Ce sont des plantes cultivées pour leur graine riche en huile. Le colza-fourrager est porté en « fourrages annuels ». Source Agreste Statistique Agrciole Annuelle: présentation générale.,0
"Le colza (Brassica napus L. ou Brassica napus subsp. napus, autonyme pour désigner le colza, ou Brassica napus Oil Rape Group) est une plante annuelle à fleurs jaunes de la famille des Brassicacées, famille anciennement nommée Crucifères. Elle est largement cultivée pour la production d'huile alimentaire et d'agrocarburant. C'est, avec le tournesol et l'olivier, l'une des trois principales sources d'huile végétale alimentaire en Europe. Source Wikipédia",0
Colza et navette (Brassica napus L. var. napus et Brassica rapa subsp. oleifera DC.) Le colza-fourrager est porté en « fourrages annuels ». Source Agreste Statistique Agrciole Annuelle: présentation générale.,0
Colza et navette (Brassica napus L. var. napus et Brassica rapa subsp. oleifera DC.) Ce sont des plantes cultivées pour leur graine riche en huile. Source Agreste Statistique Agricole Annuelle: présentation générale.,0
Combavas (Citrus hystrix DC.) Source Agreste Statistique Agricole Annuelle: présentation générale,0
"Le combava (ou combawa, cumbava, cumbaba, makrut, citron combera, lime kaffir) est un agrume dont le nom provient des anciennes cartes maritimes où une île indonésienne à l’est de Bali, dans l'archipel de la Sonde dans la mer des Moluques, est dénommée « Sumbawa ». Il est originaire de ces îles. C'est le nom de l'arbre (Citrus hystrix) et de son fruit. Il appartient à la famille des Rutacées. Source Wikipédia",0
Concombres et cornichons (Cucumis sativus L.) Source Agreste Statistique Agricole Annuelle: présentation générale,0
"Type de concombre à petits fruits verts récoltés à l'état jeune et mis en conserve dans le vinaigre ou la saumure et consommé comme condiment (espèce Cucumis sativus, famille des cucurbitacées). Source Larousse Agricole",0
"Corossol (Annona murica L.)
Source Agreste Statistique Agricole Annuelle: présentation générale",0
"Le corossol, appelé aussi corossol épineux, ou encore cachiment, comme d'autres fruits des arbres du genre Annona, est le fruit du corossolier (Annona muricata, de la famille des Annonaceae), qui pousse en Afrique, en Amérique et en Asie. Source Wikipédia",0
"Potirons (Cucurbita maxima Duch. ex Lam.), courges musquées (Cucurbita moschata [Duch. ex Lam.] Duch. ex Poir.) et citrouilles, patissons, spaghetti végétal... (Cucurbita pepo L.) giraumon (Cucurbita maxima Duch) : toutes les destinations sont prises en compte, y compris les légumes utilisés pour la fête d’Halloween. Source Agreste Statistique Agricole Annuelle: présentation générale",0
"Courgettes (Cucurbita pepo L.) : frais, en l’état. Les courgettes sont des courges récoltées à l’état immature. Toutes les variétés sont à prendre en compte : ronde de Nice, grise, blanche, jaune, ... Source Agreste Statistique Agricole Annuelle: présentation générale",0
"Salade cresson ou cresson de fontaine (Nasturtium officinale R. Br.) : la superficie est nette, donc excluant les talus. Le cresson donne lieu à plusieurs récoltes ; la surface n’est comptée qu’une fois, le rendement tenant compte des deux ou trois récoltes. Source Agreste Statistique Agricole Annuelle: présentation générale",0
